AC,ID,DE,TP
RF03317,mir-4874,mir-4874 microRNA precursor family,Gene; miRNA;
RF03318,mir-2208,mir-2208 microRNA precursor family,Gene; miRNA;
RF03319,mir-989,mir-989 microRNA precursor family,Gene; miRNA;
RF03320,mir-1743,mir-1743 microRNA precursor family,Gene; miRNA;
RF03321,mir-1006,mir-1006 microRNA precursor family,Gene; miRNA;
RF03322,mir-1641,mir-1641 microRNA precursor family,Gene; miRNA;
RF03323,mir-3613,mir-3613 microRNA precursor family,Gene; miRNA;
RF03324,mir-1288,mir-1288 microRNA precursor family,Gene; miRNA;
RF03325,mir-4872,mir-4872 microRNA precursor family,Gene; miRNA;
RF03326,mir-312,mir-312 microRNA precursor family,Gene; miRNA;
RF03327,mir-1266,mir-1266 microRNA precursor family,Gene; miRNA;
RF03328,mir-606,mir-606 microRNA precursor family,Gene; miRNA;
RF03329,mir-4743,mir-4743 microRNA precursor family,Gene; miRNA;
RF03330,mir-750,mir-750 microRNA precursor family,Gene; miRNA;
RF03331,mir-247,mir-247 microRNA precursor family,Gene; miRNA;
RF03332,mir-2237,mir-2237 microRNA precursor family,Gene; miRNA;
RF03333,mir-2820,mir-2820 microRNA precursor family,Gene; miRNA;
RF03334,MIR391,MIR391 microRNA precursor family,Gene; miRNA;
RF03335,MIR2950,MIR2950 microRNA precursor family,Gene; miRNA;
RF03336,mir-1322,mir-1322 microRNA precursor family,Gene; miRNA;
RF03337,mir-6505,mir-6505 microRNA precursor family,Gene; miRNA;
RF03338,MIR4416,MIR4416 microRNA precursor family,Gene; miRNA;
RF03339,mir-3047,mir-3047 microRNA precursor family,Gene; miRNA;
RF03340,mir-6511,mir-6511 microRNA precursor family,Gene; miRNA;
RF03341,mir-943,mir-943 microRNA precursor family,Gene; miRNA;
RF03342,mir-1467,mir-1467 microRNA precursor family,Gene; miRNA;
RF03343,mir-3347,mir-3347 microRNA precursor family,Gene; miRNA;
RF03344,mir-5365,mir-5365 microRNA precursor family,Gene; miRNA;
RF03345,MIR3444,MIR3444 microRNA precursor family,Gene; miRNA;
RF03346,mir-881,mir-881 microRNA precursor family,Gene; miRNA;
RF03347,mir-2816,mir-2816 microRNA precursor family,Gene; miRNA;
RF03348,mir-667,mir-667 microRNA precursor family,Gene; miRNA;
RF03349,mir-3151,mir-3151 microRNA precursor family,Gene; miRNA;
RF03350,mir-3851,mir-3851 microRNA precursor family,Gene; miRNA;
RF03351,MIR6020,MIR6020 microRNA precursor family,Gene; miRNA;
RF03352,mir-4869,mir-4869 microRNA precursor family,Gene; miRNA;
RF03353,MIR5291,MIR5291 microRNA precursor family,Gene; miRNA;
RF03354,mir-459,mir-459 microRNA precursor family,Gene; miRNA;
RF03355,mir-2008,mir-2008 microRNA precursor family,Gene; miRNA;
RF03356,mir-4782,mir-4782 microRNA precursor family,Gene; miRNA;
RF03357,mir-1842,mir-1842 microRNA precursor family,Gene; miRNA;
RF03358,mir-634,mir-634 microRNA precursor family,Gene; miRNA;
RF03359,mir-1729,mir-1729 microRNA precursor family,Gene; miRNA;
RF03360,mir-3156,mir-3156 microRNA precursor family,Gene; miRNA;
RF03361,mir-3136,mir-3136 microRNA precursor family,Gene; miRNA;
RF03362,mir-9436,mir-9436 microRNA precursor family,Gene; miRNA;
RF03363,mir-6129,mir-6129 microRNA precursor family,Gene; miRNA;
RF03364,mir-427,mir-427 microRNA precursor family,Gene; miRNA;
RF03365,mir-1236,mir-1236 microRNA precursor family,Gene; miRNA;
RF03366,mir-3122,mir-3122 microRNA precursor family,Gene; miRNA;
RF03367,mir-975,mir-975 microRNA precursor family,Gene; miRNA;
RF03368,mir-1822,mir-1822 microRNA precursor family,Gene; miRNA;
RF03369,mir-2217,mir-2217 microRNA precursor family,Gene; miRNA;
RF03370,mir-2566,mir-2566 microRNA precursor family,Gene; miRNA;
RF03371,mir-4788,mir-4788 microRNA precursor family,Gene; miRNA;
RF03372,mir-5918,mir-5918 microRNA precursor family,Gene; miRNA;
RF03373,mir-3170,mir-3170 microRNA precursor family,Gene; miRNA;
RF03374,mir-2001,mir-2001 microRNA precursor family,Gene; miRNA;
RF03375,MIR1094,MIR1094 microRNA precursor family,Gene; miRNA;
RF03376,mir-3075,mir-3075 microRNA precursor family,Gene; miRNA;
RF03377,mir-960,mir-960 microRNA precursor family,Gene; miRNA;
RF03378,mir-7398,mir-7398 microRNA precursor family,Gene; miRNA;
RF03379,mir-4667,mir-4667 microRNA precursor family,Gene; miRNA;
RF03380,mir-9441,mir-9441 microRNA precursor family,Gene; miRNA;
RF03381,mir-2796,mir-2796 microRNA precursor family,Gene; miRNA;
RF03382,mir-635,mir-635 microRNA precursor family,Gene; miRNA;
RF03383,mir-1976,mir-1976 microRNA precursor family,Gene; miRNA;
RF03384,mir-7180,mir-7180 microRNA precursor family,Gene; miRNA;
RF03385,mir-614,mir-614 microRNA precursor family,Gene; miRNA;
RF03386,mir-1994,mir-1994 microRNA precursor family,Gene; miRNA;
RF03387,mir-1902,mir-1902 microRNA precursor family,Gene; miRNA;
RF03388,mir-9418,mir-9418 microRNA precursor family,Gene; miRNA;
RF03389,mir-4738,mir-4738 microRNA precursor family,Gene; miRNA;
RF03390,mir-2450,mir-2450 microRNA precursor family,Gene; miRNA;
RF03391,mir-588,mir-588 microRNA precursor family,Gene; miRNA;
RF03392,mir-3943,mir-3943 microRNA precursor family,Gene; miRNA;
RF03393,mir-2849,mir-2849 microRNA precursor family,Gene; miRNA;
RF03394,mir-2574,mir-2574 microRNA precursor family,Gene; miRNA;
RF03395,mir-718,mir-718 microRNA precursor family,Gene; miRNA;
RF03396,mir-2814,mir-2814 microRNA precursor family,Gene; miRNA;
RF03397,mir-1234,mir-1234 microRNA precursor family,Gene; miRNA;
RF03398,mir-3552,mir-3552 microRNA precursor family,Gene; miRNA;
RF03399,mir-986,mir-986 microRNA precursor family,Gene; miRNA;
RF03400,mir-728,mir-728 microRNA precursor family,Gene; miRNA;
RF03401,mir-1323,mir-1323 microRNA precursor family,Gene; miRNA;
RF03402,mir-957,mir-957 microRNA precursor family,Gene; miRNA;
RF03403,mir-5366,mir-5366 microRNA precursor family,Gene; miRNA;
RF03404,mir-1298,mir-1298 microRNA precursor family,Gene; miRNA;
RF03405,mir-3200,mir-3200 microRNA precursor family,Gene; miRNA;
RF03406,mir-3099,mir-3099 microRNA precursor family,Gene; miRNA;
RF03407,MIR531,MIR531 microRNA precursor family,Gene; miRNA;
RF03408,mir-5890,mir-5890 microRNA precursor family,Gene; miRNA;
RF03409,mir-646,mir-646 microRNA precursor family,Gene; miRNA;
RF03410,mir-1891,mir-1891 microRNA precursor family,Gene; miRNA;
RF03411,mir-2856,mir-2856 microRNA precursor family,Gene; miRNA;
RF03412,mir-1915,mir-1915 microRNA precursor family,Gene; miRNA;
RF03413,MIR904,MIR904 microRNA precursor family,Gene; miRNA;
RF03414,mir-670,mir-670 microRNA precursor family,Gene; miRNA;
RF03416,mir-7383,mir-7383 microRNA precursor family,Gene; miRNA;
RF03417,mir-343,mir-343 microRNA precursor family,Gene; miRNA;
RF03418,mir-3198,mir-3198 microRNA precursor family,Gene; miRNA;
RF03419,mir-998,mir-998 microRNA precursor family,Gene; miRNA;
RF03420,mir-1200,mir-1200 microRNA precursor family,Gene; miRNA;
RF03421,mir-2558,mir-2558 microRNA precursor family,Gene; miRNA;
RF03422,mir-637,mir-637 microRNA precursor family,Gene; miRNA;
RF03423,mir-962,mir-962 microRNA precursor family,Gene; miRNA;
RF03424,mir-4856,mir-4856 microRNA precursor family,Gene; miRNA;
RF03425,mir-1292,mir-1292 microRNA precursor family,Gene; miRNA;
RF03426,mir-1294,mir-1294 microRNA precursor family,Gene; miRNA;
RF03427,mir-1005,mir-1005 microRNA precursor family,Gene; miRNA;
RF03428,mir-6134,mir-6134 microRNA precursor family,Gene; miRNA;
RF03429,mir-4451,mir-4451 microRNA precursor family,Gene; miRNA;
RF03430,MIR5294,MIR5294 microRNA precursor family,Gene; miRNA;
RF03431,mir-4657,mir-4657 microRNA precursor family,Gene; miRNA;
RF03432,mir-7331,mir-7331 microRNA precursor family,Gene; miRNA;
RF03433,mir-2576,mir-2576 microRNA precursor family,Gene; miRNA;
RF03434,mir-1246,mir-1246 microRNA precursor family,Gene; miRNA;
RF03435,mir-726,mir-726 microRNA precursor family,Gene; miRNA;
RF03436,mir-759,mir-759 microRNA precursor family,Gene; miRNA;
RF03437,mir-2392,mir-2392 microRNA precursor family,Gene; miRNA;
RF03438,mir-1956,mir-1956 microRNA precursor family,Gene; miRNA;
RF03439,mir-1791,mir-1791 microRNA precursor family,Gene; miRNA;
RF03440,MIR4414,MIR4414 microRNA precursor family,Gene; miRNA;
RF03441,mir-613,mir-613 microRNA precursor family,Gene; miRNA;
RF03442,mir-4003,mir-4003 microRNA precursor family,Gene; miRNA;
RF03443,mir-2131,mir-2131 microRNA precursor family,Gene; miRNA;
RF03444,MIR5635,MIR5635 microRNA precursor family,Gene; miRNA;
RF03445,mir-7552,mir-7552 microRNA precursor family,Gene; miRNA;
RF03446,mir-2954,mir-2954 microRNA precursor family,Gene; miRNA;
RF03447,mir-1231,mir-1231 microRNA precursor family,Gene; miRNA;
RF03448,mir-6131,mir-6131 microRNA precursor family,Gene; miRNA;
RF03449,mir-6827,mir-6827 microRNA precursor family,Gene; miRNA;
RF03450,MIR1513,MIR1513 microRNA precursor family,Gene; miRNA;
RF03451,mir-3188,mir-3188 microRNA precursor family,Gene; miRNA;
RF03452,mir-3121,mir-3121 microRNA precursor family,Gene; miRNA;
RF03453,mir-1276,mir-1276 microRNA precursor family,Gene; miRNA;
RF03454,mir-1267,mir-1267 microRNA precursor family,Gene; miRNA;
RF03455,mir-9847,mir-9847 microRNA precursor family,Gene; miRNA;
RF03456,mir-724,mir-724 microRNA precursor family,Gene; miRNA;
RF03457,MIR173,MIR173 microRNA precursor family,Gene; miRNA;
RF03458,mir-766,mir-766 microRNA precursor family,Gene; miRNA;
RF03459,mir-1890,mir-1890 microRNA precursor family,Gene; miRNA;
RF03460,mir-561,mir-561 microRNA precursor family,Gene; miRNA;
RF03461,MIR842,MIR842 microRNA precursor family,Gene; miRNA;
RF03462,mir-4677,mir-4677 microRNA precursor family,Gene; miRNA;
RF03463,mir-3036,mir-3036 microRNA precursor family,Gene; miRNA;
RF03464,mir-465,mir-465 microRNA precursor family,Gene; miRNA;
RF03465,MIR9666,MIR9666 microRNA precursor family,Gene; miRNA;
RF03466,mir-1184,mir-1184 microRNA precursor family,Gene; miRNA;
RF03467,mir-2851,mir-2851 microRNA precursor family,Gene; miRNA;
RF03468,mir-2830,mir-2830 microRNA precursor family,Gene; miRNA;
RF03469,mir-1179,mir-1179 microRNA precursor family,Gene; miRNA;
RF03470,mir-571,mir-571 microRNA precursor family,Gene; miRNA;
RF03471,mir-745,mir-745 microRNA precursor family,Gene; miRNA;
RF03472,mir-623,mir-623 microRNA precursor family,Gene; miRNA;
RF03473,mir-8813,mir-8813 microRNA precursor family,Gene; miRNA;
RF03474,mir-4766,mir-4766 microRNA precursor family,Gene; miRNA;
RF03475,mir-2387,mir-2387 microRNA precursor family,Gene; miRNA;
RF03476,mir-7360,mir-7360 microRNA precursor family,Gene; miRNA;
RF03477,MIR862_2,MIR862_2 microRNA precursor family,Gene; miRNA;
RF03478,mir-630,mir-630 microRNA precursor family,Gene; miRNA;
RF03479,mir-324,mir-324 microRNA precursor family,Gene; miRNA;
RF03480,mir-1284,mir-1284 microRNA precursor family,Gene; miRNA;
RF03481,mir-9014,mir-9014 microRNA precursor family,Gene; miRNA;
RF03482,mir-4774,mir-4774 microRNA precursor family,Gene; miRNA;
RF03483,MIR319,MIR319 microRNA precursor family,Gene; miRNA;
RF03484,mir-K12-10,mir-K12-10 microRNA precursor family,Gene; miRNA;
RF03485,mir-4000,mir-4000 microRNA precursor family,Gene; miRNA;
RF03486,mir-3940,mir-3940 microRNA precursor family,Gene; miRNA;
RF03487,mir-4423,mir-4423 microRNA precursor family,Gene; miRNA;
RF03488,mir-2366,mir-2366 microRNA precursor family,Gene; miRNA;
RF03489,mir-4796,mir-4796 microRNA precursor family,Gene; miRNA;
RF03490,mir-1426,mir-1426 microRNA precursor family,Gene; miRNA;
RF03491,mir-3146,mir-3146 microRNA precursor family,Gene; miRNA;
RF03492,mir-878,mir-878 microRNA precursor family,Gene; miRNA;
RF03493,mir-1281,mir-1281 microRNA precursor family,Gene; miRNA;
RF03494,mir-4680,mir-4680 microRNA precursor family,Gene; miRNA;
RF03495,mir-968,mir-968 microRNA precursor family,Gene; miRNA;
RF03496,MIR2086,MIR2086 microRNA precursor family,Gene; miRNA;
RF03497,MIR5038,MIR5038 microRNA precursor family,Gene; miRNA;
RF03498,mir-3145,mir-3145 microRNA precursor family,Gene; miRNA;
RF03499,mir-702,mir-702 microRNA precursor family,Gene; miRNA;
RF03500,mir-1262,mir-1262 microRNA precursor family,Gene; miRNA;
RF03501,mir-3140,mir-3140 microRNA precursor family,Gene; miRNA;
RF03502,mir-1914,mir-1914 microRNA precursor family,Gene; miRNA;
RF03503,mir-547,mir-547 microRNA precursor family,Gene; miRNA;
RF03504,mir-9461,mir-9461 microRNA precursor family,Gene; miRNA;
RF03505,mir-9128,mir-9128 microRNA precursor family,Gene; miRNA;
RF03506,mir-587,mir-587 microRNA precursor family,Gene; miRNA;
RF03507,mir-4429,mir-4429 microRNA precursor family,Gene; miRNA;
RF03508,mir-970,mir-970 microRNA precursor family,Gene; miRNA;
RF03509,mir-4660,mir-4660 microRNA precursor family,Gene; miRNA;
RF03510,mir-3660,mir-3660 microRNA precursor family,Gene; miRNA;
RF03511,mir-5444,mir-5444 microRNA precursor family,Gene; miRNA;
RF03512,mir-3479,mir-3479 microRNA precursor family,Gene; miRNA;
RF03514,mir-6128,mir-6128 microRNA precursor family,Gene; miRNA;
RF03516,MIR5229,MIR5229 microRNA precursor family,Gene; miRNA;
RF03517,MIR5225,MIR5225 microRNA precursor family,Gene; miRNA;
RF03518,mir-1893,mir-1893 microRNA precursor family,Gene; miRNA;
RF03519,mir-238,mir-238 microRNA precursor family,Gene; miRNA;
RF03520,mir-3059,mir-3059 microRNA precursor family,Gene; miRNA;
RF03521,mir-23c,mir-23c microRNA precursor family,Gene; miRNA;
RF03522,mir-4850,mir-4850 microRNA precursor family,Gene; miRNA;
RF03523,mir-4703,mir-4703 microRNA precursor family,Gene; miRNA;
RF03524,mir-3174,mir-3174 microRNA precursor family,Gene; miRNA;
RF03525,mir-1343,mir-1343 microRNA precursor family,Gene; miRNA;
RF03526,mir-7177,mir-7177 microRNA precursor family,Gene; miRNA;
RF03527,mir-3072,mir-3072 microRNA precursor family,Gene; miRNA;
RF03528,mir-1264,mir-1264 microRNA precursor family,Gene; miRNA;
RF03530,bglG-cis-reg,cis-regulatory element of the bglG/LicT operon,Cis-reg;
RF03531,n00280,Clostridioides difficile sRNA included into helicase gene,Gene; sRNA;
RF03532,SQ2397,Cis-regulator of HTH transcription factor,Cis-reg;
RF03533,SQ1002_RNA,Clostridioides difficile sRNA SQ1002,Gene; sRNA;
RF03534,sRNA71,Staphylococcus sRNA71 small RNA,Gene; sRNA;
RF03535,TEG147,Staphylococcus aureus small RNA TEG147,Cis-reg;
RF03536,Flavi_TBFV_xrRNA,Tick-borne Flavivirus exoribonuclease-resistant RNA element,Cis-reg;
RF03537,Flavi_TBFV_SL6,Tick-borne Flavivirus short stem-loop SL6,Cis-reg;
RF03538,Flavi_TBFV_CRE,Tick-borne Flavivirus 3' UTR cis-acting replication element (CRE),Cis-reg;
RF03539,Flavi_NKV_xrRNA,No-known vector Flavivirus exoribonuclease-resistant RNA element,Cis-reg;
RF03540,Flavi_NKV_CRE,No-Known-Vector Flavivirus 3' UTR cis-acting replication element (CRE),Cis-reg;
RF03541,Flavi_ISFV_xrRNA,Insect-specific Flavivirus exoribonuclease-resistant RNA element,Cis-reg;
RF03542,Flavi_ISFV_repeat_Ra_Rb,Insect-Specific Flavivirus 3' UTR repeats Ra and Rb elements,Cis-reg;
RF03543,Flavi_ISFV_repeat_Rb,Insect-Specific Flavivirus 3' UTR repeats Rb,Cis-reg;
RF03544,Flavi_ISFV_repeat_Ra,Insect-Specific Flavivirus 3' UTR repeats Ra,Cis-reg;
RF03545,Flavi_ISFV_CRE,Insect-specific Flavivirus 3' UTR cis-acting replication element (CRE),Cis-reg;
RF03546,Flavivirus-5UTR,Flavivirus 5' UTR,Cis-reg;
RF03547,Flavi_xrRNA,General Flavivirus exoribonuclease-resistant RNA element,Cis-reg;
RF03548,mir-302_2,mir-302_2 microRNA precursor family,Gene; miRNA;
RF03549,mir-15_2,mir-15_2 microRNA precursor family,Gene; miRNA;
RF03550,mir-31_2,mir-31_2 microRNA precursor family,Gene; miRNA;
RF03552,mir-43_2,mir-43_2 microRNA precursor family,Gene; miRNA;
RF03553,mir-190_2,mir-190_2 microRNA precursor family,Gene; miRNA;
RF03554,mir-92_2,mir-92_2 microRNA precursor family,Gene; miRNA;
RF03555,mir-2_2,mir-2_2 microRNA precursor family,Gene; miRNA;
RF03556,mir-559,mir-559 microRNA precursor family,Gene; miRNA;
RF03557,MIR6019,MIR6019 microRNA precursor family,Gene; miRNA;
RF03558,mir-629,mir-629 microRNA precursor family,Gene; miRNA;
RF03559,mir-8303,mir-8303 microRNA precursor family,Gene; miRNA;
RF03560,mir-3926,mir-3926 microRNA precursor family,Gene; miRNA;
RF03561,mir-3533,mir-3533 microRNA precursor family,Gene; miRNA;
RF03562,mir-2004,mir-2004 microRNA precursor family,Gene; miRNA;
RF03563,mir-BART16,mir-BART16 microRNA precursor family,Gene; miRNA;
RF03564,mir-9416,mir-9416 microRNA precursor family,Gene; miRNA;
RF03565,mir-1282,mir-1282 microRNA precursor family,Gene; miRNA;
RF03566,mir-4875,mir-4875 microRNA precursor family,Gene; miRNA;
RF03567,MIR8024,MIR8024 microRNA precursor family,Gene; miRNA;
RF03568,mir-3204,mir-3204 microRNA precursor family,Gene; miRNA;
RF03569,mir-7973,mir-7973 microRNA precursor family,Gene; miRNA;
RF03570,mir-8286,mir-8286 microRNA precursor family,Gene; miRNA;
RF03571,mir-734,mir-734 microRNA precursor family,Gene; miRNA;
RF03572,MIR2109,MIR2109 microRNA precursor family,Gene; miRNA;
RF03573,mir-1954,mir-1954 microRNA precursor family,Gene; miRNA;
RF03574,mir-4847,mir-4847 microRNA precursor family,Gene; miRNA;
RF03575,mir-rL1-14,mir-rL1-14 microRNA precursor family,Gene; miRNA;
RF03576,mir-4435,mir-4435 microRNA precursor family,Gene; miRNA;
RF03577,mir-9193,mir-9193 microRNA precursor family,Gene; miRNA;
RF03578,mir-3910,mir-3910 microRNA precursor family,Gene; miRNA;
RF03579,mir-2058,mir-2058 microRNA precursor family,Gene; miRNA;
RF03580,mir-928,mir-928 microRNA precursor family,Gene; miRNA;
RF03581,mir-4878,mir-4878 microRNA precursor family,Gene; miRNA;
RF03582,mir-m22-1,mir-m22-1 microRNA precursor family,Gene; miRNA;
RF03583,MIR781,MIR781 microRNA precursor family,Gene; miRNA;
RF03584,mir-2290,mir-2290 microRNA precursor family,Gene; miRNA;
RF03585,mir-3938,mir-3938 microRNA precursor family,Gene; miRNA;
RF03586,mir-5132,mir-5132 microRNA precursor family,Gene; miRNA;
RF03587,mir-1202,mir-1202 microRNA precursor family,Gene; miRNA;
RF03588,mir-2319,mir-2319 microRNA precursor family,Gene; miRNA;
RF03589,mir-5583,mir-5583 microRNA precursor family,Gene; miRNA;
RF03590,mir-2009,mir-2009 microRNA precursor family,Gene; miRNA;
RF03591,mir-3117,mir-3117 microRNA precursor family,Gene; miRNA;
RF03592,mir-2567,mir-2567 microRNA precursor family,Gene; miRNA;
RF03593,mir-2331,mir-2331 microRNA precursor family,Gene; miRNA;
RF03594,mir-3817,mir-3817 microRNA precursor family,Gene; miRNA;
RF03595,mir-3569,mir-3569 microRNA precursor family,Gene; miRNA;
RF03596,mir-5880,mir-5880 microRNA precursor family,Gene; miRNA;
RF03597,MIR6438,MIR6438 microRNA precursor family,Gene; miRNA;
RF03598,MIR6024,MIR6024 microRNA precursor family,Gene; miRNA;
RF03599,MIR1883,MIR1883 microRNA precursor family,Gene; miRNA;
RF03600,MIR3627,MIR3627 microRNA precursor family,Gene; miRNA;
RF03601,MIR7993,MIR7993 microRNA precursor family,Gene; miRNA;
RF03602,mir-8250,mir-8250 microRNA precursor family,Gene; miRNA;
RF03603,mir-4899,mir-4899 microRNA precursor family,Gene; miRNA;
RF03604,mir-5728,mir-5728 microRNA precursor family,Gene; miRNA;
RF03605,MIR4221,MIR4221 microRNA precursor family,Gene; miRNA;
RF03606,mir-2071,mir-2071 microRNA precursor family,Gene; miRNA;
RF03607,mir-9447,mir-9447 microRNA precursor family,Gene; miRNA;
RF03608,mir-9440,mir-9440 microRNA precursor family,Gene; miRNA;
RF03609,mir-5470,mir-5470 microRNA precursor family,Gene; miRNA;
RF03610,mir-H7,mir-H7 microRNA precursor family,Gene; miRNA;
RF03611,mir-7147,mir-7147 microRNA precursor family,Gene; miRNA;
RF03612,mir-608,mir-608 microRNA precursor family,Gene; miRNA;
RF03613,MIR6234,MIR6234 microRNA precursor family,Gene; miRNA;
RF03614,mir-3431,mir-3431 microRNA precursor family,Gene; miRNA;
RF03615,mir-4877,mir-4877 microRNA precursor family,Gene; miRNA;
RF03616,MIR1888,MIR1888 microRNA precursor family,Gene; miRNA;
RF03617,MIR8757,MIR8757 microRNA precursor family,Gene; miRNA;
RF03618,mir-5592,mir-5592 microRNA precursor family,Gene; miRNA;
RF03619,mir-5729,mir-5729 microRNA precursor family,Gene; miRNA;
RF03620,mir-1233,mir-1233 microRNA precursor family,Gene; miRNA;
RF03621,MIR4245,MIR4245 microRNA precursor family,Gene; miRNA;
RF03622,mir-731,mir-731 microRNA precursor family,Gene; miRNA;
RF03623,mir-1252,mir-1252 microRNA precursor family,Gene; miRNA;
RF03624,mir-5345,mir-5345 microRNA precursor family,Gene; miRNA;
RF03625,MIR6152,MIR6152 microRNA precursor family,Gene; miRNA;
RF03626,mir-9791,mir-9791 microRNA precursor family,Gene; miRNA;
RF03627,mir-9168,mir-9168 microRNA precursor family,Gene; miRNA;
RF03628,mir-2355,mir-2355 microRNA precursor family,Gene; miRNA;
RF03629,mir-641,mir-641 microRNA precursor family,Gene; miRNA;
RF03630,mir-2818,mir-2818 microRNA precursor family,Gene; miRNA;
RF03631,MIR3440,MIR3440 microRNA precursor family,Gene; miRNA;
RF03632,MIR1882,MIR1882 microRNA precursor family,Gene; miRNA;
RF03633,mir-5882,mir-5882 microRNA precursor family,Gene; miRNA;
RF03634,mir-3524,mir-3524 microRNA precursor family,Gene; miRNA;
RF03635,mir-2066,mir-2066 microRNA precursor family,Gene; miRNA;
RF03636,MIR4376,MIR4376 microRNA precursor family,Gene; miRNA;
RF03637,mir-5879,mir-5879 microRNA precursor family,Gene; miRNA;
RF03638,mir-1537,mir-1537 microRNA precursor family,Gene; miRNA;
RF03639,mir-619,mir-619 microRNA precursor family,Gene; miRNA;
RF03640,mir-3747,mir-3747 microRNA precursor family,Gene; miRNA;
RF03641,mir-991,mir-991 microRNA precursor family,Gene; miRNA;
RF03642,MIR5743,MIR5743 microRNA precursor family,Gene; miRNA;
RF03643,mir-2056,mir-2056 microRNA precursor family,Gene; miRNA;
RF03644,mir-2064,mir-2064 microRNA precursor family,Gene; miRNA;
RF03645,mir-9080,mir-9080 microRNA precursor family,Gene; miRNA;
RF03646,MIR9776,MIR9776 microRNA precursor family,Gene; miRNA;
RF03647,mir-7640,mir-7640 microRNA precursor family,Gene; miRNA;
RF03648,mir-9413,mir-9413 microRNA precursor family,Gene; miRNA;
RF03649,MIR5643,MIR5643 microRNA precursor family,Gene; miRNA;
RF03650,mir-1290,mir-1290 microRNA precursor family,Gene; miRNA;
RF03651,mir-2070,mir-2070 microRNA precursor family,Gene; miRNA;
RF03652,mir-2329,mir-2329 microRNA precursor family,Gene; miRNA;
RF03653,mir-971,mir-971 microRNA precursor family,Gene; miRNA;
RF03654,MIR4239,MIR4239 microRNA precursor family,Gene; miRNA;
RF03655,MIR1887,MIR1887 microRNA precursor family,Gene; miRNA;
RF03656,mir-2432,mir-2432 microRNA precursor family,Gene; miRNA;
RF03657,MIR6145,MIR6145 microRNA precursor family,Gene; miRNA;
RF03658,mir-2300,mir-2300 microRNA precursor family,Gene; miRNA;
RF03659,MIR2871,MIR2871 microRNA precursor family,Gene; miRNA;
RF03660,mir-4018,mir-4018 microRNA precursor family,Gene; miRNA;
RF03661,mir-933,mir-933 microRNA precursor family,Gene; miRNA;
RF03662,mir-2060,mir-2060 microRNA precursor family,Gene; miRNA;
RF03663,mir-5911,mir-5911 microRNA precursor family,Gene; miRNA;
RF03664,MIR6288,MIR6288 microRNA precursor family,Gene; miRNA;
RF03665,MIR4359,MIR4359 microRNA precursor family,Gene; miRNA;
RF03666,MIR7724,MIR7724 microRNA precursor family,Gene; miRNA;
RF03667,MIR1031,MIR1031 microRNA precursor family,Gene; miRNA;
RF03668,mir-1788,mir-1788 microRNA precursor family,Gene; miRNA;
RF03669,mir-2767,mir-2767 microRNA precursor family,Gene; miRNA;
RF03670,MIR3932,MIR3932 microRNA precursor family,Gene; miRNA;
RF03671,MIR3522,MIR3522 microRNA precursor family,Gene; miRNA;
RF03672,MIR840,MIR840 microRNA precursor family,Gene; miRNA;
RF03673,mir-2822,mir-2822 microRNA precursor family,Gene; miRNA;
RF03674,MIR5387,MIR5387 microRNA precursor family,Gene; miRNA;
RF03675,mir-1001,mir-1001 microRNA precursor family,Gene; miRNA;
RF03676,MIR5148,MIR5148 microRNA precursor family,Gene; miRNA;
RF03677,mir-1304,mir-1304 microRNA precursor family,Gene; miRNA;
RF03678,mir-3956,mir-3956 microRNA precursor family,Gene; miRNA;
RF03679,MIR2084,MIR2084 microRNA precursor family,Gene; miRNA;
RF03680,mir-9465,mir-9465 microRNA precursor family,Gene; miRNA;
RF03681,mir-1295,mir-1295 microRNA precursor family,Gene; miRNA;
RF03682,mir-3912,mir-3912 microRNA precursor family,Gene; miRNA;
RF03683,mir-462,mir-462 microRNA precursor family,Gene; miRNA;
RF03684,mir-1990,mir-1990 microRNA precursor family,Gene; miRNA;
RF03685,MIR9677,MIR9677 microRNA precursor family,Gene; miRNA;
RF03686,mir-9424,mir-9424 microRNA precursor family,Gene; miRNA;
RF03687,mir-2011,mir-2011 microRNA precursor family,Gene; miRNA;
RF03688,mir-3045,mir-3045 microRNA precursor family,Gene; miRNA;
RF03689,mir-5892,mir-5892 microRNA precursor family,Gene; miRNA;
RF03690,mir-9058,mir-9058 microRNA precursor family,Gene; miRNA;
RF03691,mir-2765,mir-2765 microRNA precursor family,Gene; miRNA;
RF03692,MIR827,MIR827 microRNA precursor family,Gene; miRNA;
RF03693,MIR1919,MIR1919 microRNA precursor family,Gene; miRNA;
RF03694,mir-266,mir-266 microRNA precursor family,Gene; miRNA;
RF03695,MIR6151,MIR6151 microRNA precursor family,Gene; miRNA;
RF03696,mir-4904,mir-4904 microRNA precursor family,Gene; miRNA;
RF03697,mir-722,mir-722 microRNA precursor family,Gene; miRNA;
RF03698,mir-2861,mir-2861 microRNA precursor family,Gene; miRNA;
RF03699,mir-729,mir-729 microRNA precursor family,Gene; miRNA;
RF03700,mir-1923,mir-1923 microRNA precursor family,Gene; miRNA;
RF03701,mir-4041,mir-4041 microRNA precursor family,Gene; miRNA;
RF03702,MIR851,MIR851 microRNA precursor family,Gene; miRNA;
RF03703,mir-3622,mir-3622 microRNA precursor family,Gene; miRNA;
RF03704,MIR4380,MIR4380 microRNA precursor family,Gene; miRNA;
RF03705,mir-1278,mir-1278 microRNA precursor family,Gene; miRNA;
